RegionID,RegionName,City,State,Metro,CountyName,SizeRank,PriceToRentRatio
69381,27522,Creedmoor,NC,Oxford,Granville,7517,12.47
72489,33187,Richmond West,FL,Miami-Fort Lauderdale,Miami-Dade,7518,13.62
74417,37683,Mountain City,TN,,Johnson,7519,10.18
74301,37327,Dunlap,TN,Chattanooga,Sequatchie,7520,8.32
74948,38668,Senatobia,MS,Memphis,Tate,7521,10.87
79410,48836,Fowlerville,MI,Detroit,Livingston,7522,12.57
62640,12528,Lloyd,NY,Kingston,Ulster,7523,10.99
74440,37721,Corryton,TN,Knoxville,Knox,7524,11.58
90110,73644,Elk City,OK,Elk City,Beckham,7525,9.86
97851,94805,Richmond,CA,San Francisco,Contra Costa,7526,18.67
86854,65583,Waynesville,MO,Fort Leonard Wood,Pulaski,7527,13.85
89298,72012,Beebe,AR,Searcy,White,7528,11.85
77316,44721,Canton,OH,Canton,Stark,7529,10.92
93439,80513,Berthoud,CO,Fort Collins,Larimer,7530,18.55
61026,8244,Somers Point,NJ,Atlantic City,Atlantic,7531,11.2
77890,45885,Saint Marys,OH,Wapakoneta,Auglaize,7532,9.94
97496,93960,Soledad,CA,Salinas,Monterey,7533,16.57
97936,95030,Los Gatos,CA,San Jose,Santa Clara,7534,37.36
99029,97024,Fairview,OR,Portland,Multnomah,7535,15.96
75014,38821,Amory,MS,,Monroe,7536,8.79
86498,64505,Saint Joseph,MO,St. Joseph,Buchanan,7537,8.47
73189,34731,Fruitland Park,FL,Orlando,Lake,7538,11.29
77396,45002,Cleves,OH,Cincinnati,Hamilton,7539,11.59
73110,34452,Inverness,FL,Homosassa Springs,Citrus,7540,10.7
91098,75835,Crockett,TX,,Houston,7541,6.44
97160,93221,Exeter,CA,Visalia,Tulare,7542,15.04
58473,1746,Holliston,MA,Boston,Middlesex,7543,15.73
99119,97205,Portland,OR,Portland,Multnomah,7544,20.78
73649,35954,Attalla,AL,Gadsden,Etowah,7545,9.07
70090,28638,Hudson,NC,Hickory,Caldwell,7546,9.06
67175,22181,Vienna,VA,Washington,Fairfax,7547,20.41
67823,23836,Chester,VA,Richmond,Chesterfield,7548,13.18
88041,68512,Lincoln,NE,Lincoln,Lancaster,7549,12.68
84496,60445,Crestwood,IL,Chicago,Cook,7550,8.07
96149,90402,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,7551,25.13
60335,6477,Orange,CT,New Haven,New Haven,7552,14.9
77656,45415,Clayton,OH,Dayton,Montgomery,7553,9.34
77017,44117,Euclid,OH,Cleveland,Cuyahoga,7554,7.59
85291,62052,Jerseyville,IL,St. Louis,Jersey,7555,7.79
75046,38866,Saltillo,MS,Tupelo,Lee,7556,11.15
80145,50111,Grimes,IA,Des Moines,Polk,7557,11.4
61935,10941,Scotchtown,NY,New York,Orange,7558,10.85
95166,86322,Camp Verde,AZ,Prescott,Yavapai,7559,14.57
72880,33875,Sebring,FL,Sebring,Highlands,7560,10.96
69259,27249,Gibsonville,NC,,Guilford,7561,11.64
98364,95673,Rio Linda,CA,Sacramento,Sacramento,7562,15.68
70887,30110,Bremen,GA,Atlanta,Haralson,7563,9.85
76752,43558,Swanton,OH,Toledo,Fulton,7564,11.26
78087,46310,DeMotte,IN,Chicago,Jasper,7565,11.06
99959,98674,Woodland,WA,Longview,Cowlitz,7566,18.69
86496,64503,Saint Joseph,MO,St. Joseph,Buchanan,7567,9.51
99845,98528,Belfair,WA,Shelton,Mason,7568,17.97
64145,15522,Bedford,PA,,Bedford,7569,10.71
61032,8251,Villas,NJ,Ocean City,Cape May,7570,10.29
91086,75791,Whitehouse,TX,Tyler,Smith,7571,11.99
77277,44667,Orrville,OH,Wooster,Wayne,7572,10.77
92048,77587,South Houston,TX,Houston,Harris,7573,7.66
64354,15902,Johnstown,PA,Johnstown,Cambria,7574,7.02
99293,97448,Junction City,OR,Eugene,Lane,7575,16.05
60749,7663,Saddle Brook,NJ,New York,Bergen,7576,14.13
65483,18444,Spring Brook,PA,Scranton,Lackawanna,7577,11.6
58721,2332,Duxbury,MA,Boston,Plymouth,7578,18.41
93804,81506,Grand Junction,CO,Grand Junction,Mesa,7579,16.68
75890,41048,Hebron,KY,Cincinnati,Boone,7580,11.71
95890,89410,Gardnerville,NV,Gardnerville Ranchos,Douglas,7581,17.47
97841,94707,Berkeley,CA,San Francisco,Alameda,7582,30.84
76497,43064,Plain City,OH,Columbus,Union,7583,12.94
63397,14063,Fredonia,NY,Jamestown,Chautauqua,7584,8.44
65517,18509,Scranton,PA,Scranton,Lackawanna,7585,8.17
92266,78121,La Vernia,TX,San Antonio,Wilson,7586,13.05
71259,30650,Madison,GA,Atlanta,Morgan,7587,13.15
69179,27023,Lewisville,NC,Winston-Salem,Forsyth,7588,12.55
69422,27573,Roxboro,NC,Durham,Person,7589,8.48
97860,94904,Kentfield,CA,San Francisco,Marin,7590,25.14
67411,22835,Luray,VA,,Page,7591,10.9
74315,37341,Harrison,TN,Chattanooga,Hamilton,7592,10.77
75317,39475,Purvis,MS,Hattiesburg,Lamar,7593,10.46
87853,68102,Omaha,NE,Omaha,Douglas,7594,12.44
82294,55444,Brooklyn Park,MN,Minneapolis-St Paul,Hennepin,7595,12.55
85146,61764,Pontiac,IL,Pontiac,Livingston,7596,6.76
78720,47670,Princeton,IN,,Gibson,7597,9.41
74786,38358,Milan,TN,,Gibson,7598,7.15
79714,49348,Wayland,MI,Holland,Allegan,7599,12.31
91328,76247,Fort Worth,TX,Dallas-Fort Worth,Tarrant,7600,12.16
62114,11428,New York,NY,New York,Queens,7601,20.56
72192,32754,Mims,FL,Melbourne,Brevard,7602,12.75
77096,44260,Mogadore,OH,Akron,Portage,7603,11.12
99747,98360,Orting,WA,Seattle,Pierce,7604,15.08
71815,32136,Flagler Beach,FL,Daytona Beach,Flagler,7605,14.57
63875,15065,Harrison,PA,Pittsburgh,Allegheny,7606,8.94
66090,19934,Camden,DE,Dover,Kent,7607,12.33
79033,48173,Brownstown,MI,Detroit,Wayne,7608,12.87
69622,27944,Hertford,NC,Elizabeth City,Perquimans,7609,10.33
72879,33873,Wauchula,FL,Wauchula,Hardee,7610,5.87
73106,34448,Homosassa,FL,Homosassa Springs,Citrus,7611,10.81
77432,45067,Trenton,OH,Cincinnati,Butler,7612,10.55
94988,85602,Benson,AZ,Sierra Vista,Cochise,7613,12.92
63825,15003,Ambridge,PA,Pittsburgh,Beaver,7614,8.63
59268,3878,Somersworth,NH,Boston,Strafford,7615,11.28
65158,17740,Jersey Shore,PA,Williamsport,Lycoming,7616,12.33
65315,18036,Upper Saucon,PA,Allentown,Lehigh,7617,13.08
73132,34488,Silver Springs,FL,Ocala,Marion,7618,10.06
94011,82935,Green River,WY,Rock Springs,Sweetwater,7619,12.43
98342,95650,Loomis,CA,Sacramento,Placer,7620,21.43
98137,95357,Modesto,CA,Modesto,Stanislaus,7621,16.58
66118,19970,Ocean View,DE,Salisbury,Sussex,7622,16.39
60696,7503,Paterson,NJ,New York,Passaic,7623,15.89
61209,8846,Middlesex,NJ,New York,Middlesex,7624,12.61
84522,60471,Richton Park,IL,Chicago,Cook,7625,7.66
62217,11738,Farmingville,NY,New York,Suffolk,7626,10.23
65233,17870,Penn,PA,Selinsgrove,Snyder,7627,11.84
72150,32696,Williston,FL,,Levy,7628,9.45
90889,75418,Bonham,TX,,Fannin,7629,7.24
65053,17362,North Codorus,PA,York,York,7630,12.1
91686,77037,Houston,TX,Houston,Harris,7631,8.51
96434,91502,Burbank,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,7632,16.94
58487,1778,Wayland,MA,Boston,Middlesex,7633,21.59
63014,13207,Syracuse,NY,Syracuse,Onondaga,7634,6.03
87028,66002,Atchison,KS,Atchison,Atchison,7635,7.97
77761,45694,Wheelersburg,OH,Portsmouth,Scioto,7636,9.82
87504,67209,Wichita,KS,Wichita,Sedgwick,7637,11.82
82238,55387,Waconia,MN,Minneapolis-St Paul,Carver,7638,13.08
60528,7012,Clifton,NJ,New York,Passaic,7639,14.98
66989,21704,Frederick,MD,Washington,Frederick,7640,15.67
59453,4345,Gardiner,ME,Augusta,Kennebec,7641,11.91
84508,60457,Hickory Hills,IL,Chicago,Cook,7642,11.26
96201,90670,Santa Fe Springs,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,7643,17.4
87441,67060,Haysville,KS,Wichita,Sedgwick,7644,11.08
91734,77085,Houston,TX,Houston,Harris,7645,9.89
60133,6076,Stafford Springs,CT,Hartford,Tolland,7646,11.16
78186,46567,Syracuse,IN,Warsaw,Kosciusko,7647,13.93
79271,48609,Saginaw,MI,Saginaw,Saginaw,7648,11.7
63234,13676,Potsdam,NY,Ogdensburg,Saint Lawrence,7649,6.18
82073,55056,North Branch,MN,Minneapolis-St Paul,Chisago,7650,12.64
85952,63134,Berkeley,MO,St. Louis,Saint Louis,7651,6.36
61833,10520,Croton-on-Hudson,NY,New York,Westchester,7652,13.94
58761,2452,Waltham,MA,Boston,Middlesex,7653,20.23
81744,54521,Eagle River,WI,,Vilas,7654,13.92
90476,74604,Ponca City,OK,Ponca City,Kay,7655,11.22
94959,85387,Surprise,AZ,Phoenix,Maricopa,7656,15.95
97147,93203,Arvin,CA,Bakersfield,Kern,7657,11.71
98301,95605,West Sacramento,CA,Sacramento,Yolo,7658,15.98
80212,50211,Norwalk,IA,Des Moines,Warren,7659,11.74
85197,61853,Mahomet,IL,Champaign-Urbana,Champaign,7660,12.34
62395,12095,Johnstown,NY,Gloversville,Fulton,7661,6.76
77329,44811,Bellevue,OH,Fremont,Sandusky,7662,9
65168,17754,Montoursville,PA,Williamsport,Lycoming,7663,14.19
59009,3045,Goffstown,NH,Manchester,Hillsborough,7664,12.27
69383,27524,Four Oaks,NC,Raleigh,Johnston,7665,12.25
91652,77003,Houston,TX,Houston,Harris,7666,11.55
74561,37924,Knoxville,TN,Knoxville,Knox,7667,11.68
83996,59301,Miles City,MT,,Custer,7668,13.05
93843,81650,Rifle,CO,Glenwood Springs,Garfield,7669,15.96
97485,93930,King City,CA,Salinas,Monterey,7670,14.3
71399,31047,Kathleen,GA,Warner Robins,Houston,7671,11.41
76756,43567,Wauseon,OH,Toledo,Fulton,7672,10.19
60334,6475,Old Saybrook,CT,Hartford,Middlesex,7673,17.54
82225,55374,Rogers,MN,Minneapolis-St Paul,Hennepin,7674,14.89
100301,99615,Kodiak,AK,,Kodiak Island,7675,14.64
75562,40208,Louisville,KY,Louisville/Jefferson County,Jefferson,7676,8.47
91007,75644,Gilmer,TX,Longview,Upshur,7677,7.45
58634,2120,Boston,MA,Boston,Suffolk,7678,18.72
60517,7001,Woodbridge,NJ,New York,Middlesex,7679,10.91
63745,14810,Bath,NY,Corning,Steuben,7680,5.52
65820,19153,Philadelphia,PA,Philadelphia,Philadelphia,7681,9.66
64601,16428,North East,PA,Erie,Erie,7682,12.67
85960,63143,Maplewood,MO,St. Louis,Saint Louis,7683,12.02
100052,99006,Deer Park,WA,Spokane,Spokane,7684,15.18
66527,20639,Huntingtown,MD,Washington,Calvert,7685,16.3
95966,89815,Spring Creek,NV,Elko,Elko,7686,13.9
62907,13032,Lenox,NY,Syracuse,Madison,7687,7.02
78953,48079,Saint Clair,MI,Detroit,Saint Clair,7688,16.05
70673,29697,Williamston,SC,Greenville,Anderson,7689,10.6
72449,33146,Coral Gables,FL,Miami-Fort Lauderdale,Miami-Dade,7690,15.57
77232,44614,Canal Fulton,OH,Canton,Stark,7691,11.07
79711,49345,Sparta,MI,Grand Rapids,Kent,7692,11.04
72816,33776,Seminole,FL,Tampa,Pinellas,7693,12.97
399714,61705,Bloomington,IL,Bloomington,McLean,7694,12.51
62480,12210,Albany,NY,Albany,Albany,7695,11.43
88707,70615,Lake Charles,LA,Lake Charles,Calcasieu,7696,9.15
96798,92314,Big Bear City,CA,Riverside,San Bernardino,7697,16.24
66964,21666,Stevensville,MD,Baltimore,Queen Annes,7698,14.12
70100,28650,Maiden,NC,Hickory,Catawba,7699,11.28
99885,98579,Rochester,WA,Olympia,Thurston,7700,15.52
65044,17350,Oxford,PA,Gettysburg,Adams,7701,11.9
98498,95946,Penn Valley,CA,Truckee,Nevada,7702,18.65
79986,49849,Ishpeming,MI,Marquette,Marquette,7703,8.81
92439,78405,Corpus Christi,TX,Corpus Christi,Nueces,7704,6.34
93681,81082,Trinidad,CO,,Las Animas,7705,8.84
69740,28134,Pineville,NC,Charlotte,Mecklenburg,7706,12.45
75488,40033,Lebanon,KY,,Marion,7707,10.59
78292,46814,Fort Wayne,IN,Fort Wayne,Allen,7708,12.43
75918,41094,Walton,KY,Cincinnati,Boone,7709,11.25
86327,64080,Pleasant Hill,MO,Kansas City,Cass,7710,12.17
70955,30204,Barnesville,GA,Atlanta,Lamar,7711,8.66
81430,53715,Madison,WI,Madison,Dane,7712,14.2
96393,91377,Oak Park,CA,Ventura,Ventura,7713,19.5
70647,29669,West Pelzer,SC,Greenville,Anderson,7714,10.54
399558,25403,Martinsburg,WV,Hagerstown,Berkeley,7715,12.58
81724,54487,Tomahawk,WI,Merrill,Lincoln,7716,12.59
82454,55792,Virginia,MN,Duluth,Saint Louis,7717,10.14
72200,32766,Oviedo,FL,Orlando,Seminole,7718,14.89
97777,94571,Rio Vista,CA,Vallejo,Solano,7719,17.52
84245,59911,Bigfork,MT,Kalispell,Flathead,7720,18.71
58888,2748,Dartmouth,MA,Providence,Bristol,7721,16.19
60959,8069,Carneys Point,NJ,Philadelphia,Salem,7722,7.8
61657,10044,New York,NY,New York,New York,7723,24.17
91063,75757,Bullard,TX,Tyler,Smith,7724,12.25
97712,94502,Alameda,CA,San Francisco,Alameda,7725,24.48
88820,70811,Baton Rouge,LA,Baton Rouge,East Baton Rouge,7726,9.61
67847,23875,Prince George,VA,Richmond,Prince George,7727,11.54
67972,24084,Dublin,VA,Blacksburg,Pulaski,7728,10.46
65918,19425,Chester Springs,PA,Philadelphia,Chester,7729,15.31
93723,81201,Salida,CO,,Chaffee,7730,17.45
84539,60503,Aurora,IL,Chicago,Kane,7731,10.99
91248,76103,Fort Worth,TX,Dallas-Fort Worth,Tarrant,7732,8.56
62227,11751,Islip,NY,New York,Suffolk,7733,7.31
68555,25311,Charleston,WV,Charleston,Kanawha,7734,8.83
69979,28469,Ocean Isle Beach,NC,Myrtle Beach,Brunswick,7735,19.22
89449,72212,Little Rock,AR,Little Rock,Pulaski,7736,12.55
86388,64154,Kansas City,MO,Kansas City,Jackson,7737,11.65
76967,44054,Sheffield Lake,OH,Cleveland,Lorain,7738,10.68
91118,75862,Trinity,TX,Huntsville,Trinity,7739,7.95
99031,97027,Gladstone,OR,Portland,Clackamas,7740,16.87
65796,19129,Philadelphia,PA,Philadelphia,Philadelphia,7741,13.02
84498,60447,Minooka,IL,Chicago,Grundy,7742,11.65
58746,2364,Kingston,MA,Boston,Plymouth,7743,16.43
91550,76692,Whitney,TX,,Hill,7744,7.76
74083,36877,Smiths Station,AL,Auburn,Lee,7745,11.6
74772,38340,Henderson,TN,Jackson,Chester,7746,8.96
65667,18960,Sellersville,PA,Philadelphia,Bucks,7747,14.15
58429,1569,Uxbridge,MA,Worcester,Worcester,7748,14.68
92111,77808,Bryan,TX,College Station,Brazos,7749,11.79
93943,82520,Lander,WY,Riverton,Fremont,7750,15.35
96183,90623,La Palma,CA,Los Angeles-Long Beach-Anaheim,Orange,7751,20.62
100289,99603,Homer,AK,,Kenai Peninsula,7752,14.27
99135,97221,Portland,OR,Portland,Multnomah,7753,22.46
73690,36022,Deatsville,AL,Montgomery,Elmore,7754,11.65
58785,2481,Wellesley,MA,Boston,Norfolk,7755,22.73
92352,78256,San Antonio,TX,San Antonio,Bexar,7756,12.63
61908,10804,New Rochelle,NY,New York,Westchester,7757,14.13
65899,19390,Penn,PA,Philadelphia,Chester,7758,13.24
98619,96097,Yreka,CA,,Siskiyou,7759,10.31
60751,7670,Tenafly,NJ,New York,Bergen,7760,17.73
96371,91345,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,7761,16.39
76476,43031,Johnstown,OH,Columbus,Licking,7762,11.11
93577,80863,Woodland Park,CO,Colorado Springs,Teller,7763,14.86
80338,50428,Clear Lake,IA,Mason City,Cerro Gordo,7764,20.35
72080,32579,Shalimar,FL,Crestview-Fort Walton Beach-Destin,Okaloosa,7765,14.05
58726,2339,Carver,MA,Boston,Plymouth,7766,17.46
73086,34288,North Port,FL,North Port-Sarasota-Bradenton,Sarasota,7767,11.74
63938,15207,Pittsburgh,PA,Pittsburgh,Allegheny,7768,8.59
66096,19943,Felton,DE,Dover,Kent,7769,12.6
78091,46320,Hammond,IN,Chicago,Lake,7770,5.7
84228,59860,Polson,MT,,Lake,7771,13.62
86864,65605,Aurora,MO,,Lawrence,7772,9.4
97094,93015,Fillmore,CA,Ventura,Ventura,7773,16.04
88038,68508,Lincoln,NE,Lincoln,Lancaster,7774,9.66
92600,78669,Spicewood,TX,Austin,Travis,7775,16.77
60213,6238,Coventry,CT,Hartford,Tolland,7776,11.3
79285,48623,Freeland,MI,Saginaw,Saginaw,7777,12.37
93816,81611,Aspen,CO,Glenwood Springs,Pitkin,7778,9.48
60634,7204,Roselle Park,NJ,New York,Union,7779,15.41
69448,27608,Raleigh,NC,Raleigh,Wake,7780,18.52
61097,8534,Hopewell,NJ,Trenton,Mercer,7781,14.13
92098,77708,Beaumont,TX,Beaumont,Jefferson,7782,7.08
94570,84501,Price,UT,Price,Carbon,7783,11
65332,18055,Lower Saucon,PA,Allentown,Northampton,7784,11.39
63476,14219,Hamburg,NY,Buffalo,Erie,7785,10.22
91012,75652,Henderson,TX,Longview,Rusk,7786,7.2
82104,55103,Saint Paul,MN,Minneapolis-St Paul,Ramsey,7787,11.22
73610,35773,Meridianville,AL,Huntsville,Madison,7788,12.1
78182,46561,Osceola,IN,South Bend,Saint Joseph,7789,9.85
92566,78629,Gonzales,TX,,Gonzales,7790,10.27
79227,48462,Ortonville,MI,Detroit,Oakland,7791,12.89
92739,78945,La Grange,TX,,Fayette,7792,10.12
82089,55077,Inver Grove Heights,MN,Minneapolis-St Paul,Dakota,7793,15.24
91379,76384,Vernon,TX,Vernon,Wilbarger,7794,7.83
60924,8030,Gloucester City,NJ,Philadelphia,Camden,7795,7.56
77572,45309,Brookville,OH,Dayton,Montgomery,7796,10.37
93239,80107,Elizabeth,CO,Denver,Elbert,7797,15.75
97361,93614,Coarsegold,CA,Madera,Madera,7798,17.24
58280,1119,Springfield,MA,Springfield,Hampden,7799,8.96
87801,68008,Blair,NE,Omaha,Washington,7800,11.17
75403,39730,Aberdeen,MS,,Monroe,7801,9.64
97725,94517,Clayton,CA,San Francisco,Contra Costa,7802,20.45
65216,17847,Milton,PA,Sunbury,Northumberland,7803,11.94
63413,14092,Lewiston,NY,Buffalo,Niagara,7804,12.28
64435,16057,Slippery Rock,PA,Pittsburgh,Butler,7805,11.71
59188,3766,Lebanon,NH,Claremont,Grafton,7806,11.64
89916,73089,Tuttle,OK,Oklahoma City,Grady,7807,13.21
65108,17557,New Holland,PA,Lancaster,Lancaster,7808,15.52
97539,94065,Redwood City,CA,San Francisco,San Mateo,7809,32.78
84289,60020,Fox Lake,IL,Chicago,Lake,7810,8.49
84532,60481,Wilmington,IL,Chicago,Will,7811,8.98
58767,2458,Newton,MA,Boston,Middlesex,7812,26.26
59028,3076,Pelham,NH,Manchester,Hillsborough,7813,14.02
82059,55040,Isanti,MN,Minneapolis-St Paul,Isanti,7814,11.36
94006,82930,Evanston,WY,Evanston,Uinta,7815,12.98
63156,13492,Whitesboro,NY,Utica,Oneida,7816,9.36
78566,47371,Portland,IN,,Jay,7817,8.34
82259,55409,Minneapolis,MN,Minneapolis-St Paul,Hennepin,7818,13.74
96580,92007,Encinitas,CA,San Diego,San Diego,7819,23.68
78165,46534,Knox,IN,,Starke,7820,9.21
81524,53965,Wisconsin Dells,WI,,Adams,7821,12.74
67352,22657,Strasburg,VA,,Shenandoah,7822,13.06
77391,44905,Mansfield,OH,Mansfield,Richland,7823,10.91
71045,30326,Atlanta,GA,Atlanta,Fulton,7824,13.37
87080,66071,Paola,KS,Kansas City,Miami,7825,12.12
87273,66701,Fort Scott,KS,,Bourbon,7826,6.6
86347,64108,Kansas City,MO,Kansas City,Jackson,7827,11.74
90245,74033,Glenpool,OK,Tulsa,Tulsa,7828,10.23
65286,17972,Schuylkill Haven,PA,Pottsville,Schuylkill,7829,14.41
85961,63144,Brentwood,MO,St. Louis,Saint Louis,7830,12.06
87815,68028,Gretna,NE,Omaha,Sarpy,7831,12.2
71942,32333,Havana,FL,Tallahassee,Gadsden,7832,10.23
89718,72719,Centerton,AR,Fayetteville,Benton,7833,12.4
97749,94542,Hayward,CA,San Francisco,Alameda,7834,23.41
59372,4105,Falmouth,ME,Portland,Cumberland,7835,15.63
69626,27949,Southern Shores,NC,Kill Devil Hills,Dare,7836,15.23
90616,75009,Celina,TX,Dallas-Fort Worth,Collin,7837,14.52
86336,64089,Smithville,MO,Kansas City,Clay,7838,12.19
399560,25405,Martinsburg,WV,Hagerstown,Berkeley,7839,11.49
82464,55805,Duluth,MN,Duluth,Saint Louis,7840,8.75
88768,70739,Greenwell Springs,LA,Baton Rouge,East Baton Rouge,7841,14.08
90664,75065,Lake Dallas,TX,Dallas-Fort Worth,Denton,7842,12.38
63873,15063,Monongahela,PA,Pittsburgh,Washington,7843,10.82
93737,81230,Gunnison,CO,,Gunnison,7844,14.85
399584,33974,Lehigh Acres,FL,Fort Myers,Lee,7845,11.13
72492,33190,Cutler Bay,FL,Miami-Fort Lauderdale,Miami-Dade,7846,11.74
58815,2571,Wareham,MA,Boston,Plymouth,7847,13.49
84926,61356,Princeton,IL,Ottawa,Bureau,7848,8.14
93930,82435,Powell,WY,,Park,7849,15.83
68438,25064,Dunbar,WV,Charleston,Kanawha,7850,7.81
100205,99350,Prosser,WA,Kennewick,Benton,7851,14.74
77824,45807,Elida,OH,Lima,Allen,7852,12.75
63318,13827,Owego,NY,Binghamton,Tioga,7853,6.7
89041,71351,Marksville,LA,,Avoyelles,7854,9.4
89737,72745,Lowell,AR,Fayetteville,Benton,7855,12.6
63575,14519,Ontario,NY,Rochester,Wayne,7856,9.16
70165,28721,Clyde,NC,Asheville,Haywood,7857,12.41
65518,18510,Scranton,PA,Scranton,Lackawanna,7858,6.82
66665,20851,Rockville,MD,Washington,Montgomery,7859,15.21
95006,85622,Green Valley,AZ,Tucson,Pima,7860,14.03
74872,38558,Crossville,TN,Crossville,Cumberland,7861,9.83
78023,46204,Indianapolis,IN,Indianapolis,Marion,7862,13.45
86352,64113,Kansas City,MO,Kansas City,Jackson,7863,13.39
63921,15137,North Versailles,PA,Pittsburgh,Allegheny,7864,8.29
80169,50138,Knoxville,IA,,Marion,7865,10.06
89899,73068,Noble,OK,Oklahoma City,Cleveland,7866,10.32
62297,11950,Mastic,NY,New York,Suffolk,7867,6.71
75587,40243,Louisville,KY,Louisville/Jefferson County,Jefferson,7868,12.44
86942,65708,Monett,MO,,Barry,7869,11.12
77676,45439,Moraine,OH,Dayton,Montgomery,7870,8.97
88455,70070,Luling,LA,New Orleans,Saint Charles,7871,13.85
62252,11778,Rocky Point,NY,New York,Suffolk,7872,7.77
73462,35453,Cottondale,AL,Tuscaloosa,Tuscaloosa,7873,10.48
92117,77836,Caldwell,TX,College Station,Burleson,7874,8.34
79379,48801,Alma,MI,Alma,Gratiot,7875,7.91
84297,60033,Harvard,IL,Chicago,McHenry,7876,9.46
91352,76302,Wichita Falls,TX,Wichita Falls,Wichita,7877,8.98
58558,1940,Lynnfield,MA,Boston,Essex,7878,19.36
86134,63645,Fredericktown,MO,,Madison,7879,10.5
72216,32784,Umatilla,FL,Orlando,Lake,7880,10.86
93052,79735,Fort Stockton,TX,,Pecos,7881,7.95
79360,48750,Au Sable,MI,,Iosco,7882,7.63
92550,78612,Cedar Creek,TX,Austin,Bastrop,7883,12.68
71873,32220,Jacksonville,FL,Jacksonville,Duval,7884,11.9
68608,25428,Inwood,WV,Hagerstown,Berkeley,7885,11.51
71763,32063,Macclenny,FL,Jacksonville,Baker,7886,10.73
67517,23072,Hayes,VA,Virginia Beach,Gloucester,7887,12.53
60268,6371,Old Lyme,CT,New London,New London,7888,16.51
66675,20866,Burtonsville,MD,Washington,Montgomery,7889,14.16
61185,8812,Green Brook,NJ,New York,Somerset,7890,13.28
399580,33812,Highland City,FL,Lakeland,Polk,7891,12.74
58991,2917,Smithfield,RI,Providence,Providence,7892,14.26
62210,11730,Islip,NY,New York,Suffolk,7893,8.01
62861,12953,Malone,NY,Malone,Franklin,7894,4.44
72635,33478,Jupiter,FL,Miami-Fort Lauderdale,Palm Beach,7895,13.59
74063,36853,Dadeville,AL,,Tallapoosa,7896,13.88
63880,15071,North Fayette,PA,Pittsburgh,Allegheny,7897,12
63840,15022,Fallowfield,PA,Pittsburgh,Washington,7898,9.8
62686,12589,Shawangunk,NY,Kingston,Ulster,7899,11.33
74944,38663,Ripley,MS,,Tippah,7900,8.67
75523,40108,Brandenburg,KY,Elizabethtown,Meade,7901,11.28
90599,74953,Poteau,OK,Fort Smith,LeFlore,7902,10.26
77404,45015,Hamilton,OH,Cincinnati,Butler,7903,9.3
62461,12188,Waterford,NY,Albany,Saratoga,7904,11.34
65988,19530,Kutztown,PA,Reading,Berks,7905,12.75
84731,60950,Manteno,IL,Kankakee,Kankakee,7906,11.05
93199,80007,Arvada,CO,Denver,Jefferson,7907,18.96
97759,94552,Castro Valley,CA,San Francisco,Alameda,7908,25.95
98166,95391,Tracy,CA,Stockton,San Joaquin,7909,19.47
62262,11790,Stony Brook,NY,New York,Suffolk,7910,12
61979,11004,New York,NY,New York,Queens,7911,22.01
64467,16137,Coolspring,PA,Youngstown,Mercer,7912,14.69
67546,23117,Mineral,VA,,Louisa,7913,14.05
86502,64601,Chillicothe,MO,,Livingston,7914,9.13
79028,48166,Berlin,MI,Monroe,Monroe,7915,14.06
79023,48160,Milan,MI,Ann Arbor,Washtenaw,7916,11.2
75035,38852,Iuka,MS,,Tishomingo,7917,8.69
77772,45714,Belpre,OH,Marietta,Washington,7918,11.14
65749,19078,Ridley Park,PA,Philadelphia,Delaware,7919,10.05
81695,54451,Medford,WI,,Taylor,7920,10.93
66224,20124,Clifton,VA,Washington,Fairfax,7921,19.3
99408,97741,Madras,OR,,Jefferson,7922,13.07
92390,78336,Aransas Pass,TX,Corpus Christi,San Patricio,7923,8.99
58964,2885,Warren,RI,Providence,Bristol,7924,12.23
65710,19030,Fairless Hills,PA,Philadelphia,Bucks,7925,12.8
74756,38320,Camden,TN,,Benton,7926,8.02
100000,98848,Quincy,WA,Moses Lake,Grant,7927,12.32
62241,11767,Nesconset,NY,New York,Suffolk,7928,13.39
74952,38672,Southaven,MS,Memphis,DeSoto,7929,11.15
60153,6098,Winsted,CT,Torrington,Litchfield,7930,10.38
86971,65742,Rogersville,MO,Springfield,Greene,7931,14.02
94122,83333,Hailey,ID,Hailey,Blaine,7932,16.7
100063,99019,Liberty Lake,WA,Spokane,Spokane,7933,17.12
67032,21774,New Market,MD,Washington,Frederick,7934,15.26
85327,62095,Wood River,IL,St. Louis,Madison,7935,7.66
79908,49740,Harbor Springs,MI,,Emmet,7936,14.34
84533,60482,Worth,IL,Chicago,Cook,7937,9.22
91215,76054,Hurst,TX,Dallas-Fort Worth,Tarrant,7938,12.67
91362,76354,Burkburnett,TX,Wichita Falls,Wichita,7939,8.34
68441,25071,Elkview,WV,Charleston,Kanawha,7940,8.99
73009,34117,Naples,FL,Naples,Collier,7941,11.29
78684,47586,Tell City,IN,,Perry,7942,9.61
79603,49127,Lincoln,MI,Niles,Berrien,7943,11.31
61925,10924,Goshen,NY,New York,Orange,7944,12.12
